game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,win_prob_naive
401173747,1/21/2020,New Mexico,San Jose St,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.832619938,0.5,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,2,1,19:40,2380,2380,Makuach Maluach made Jumper.,2,0,2,20,0.855616694,0.544447788,4,4,10,NA,NA,New Mexico,made,Makuach Maluach,NA,FALSE,FALSE,New Mexico,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,3,1,19:28,2368,2368,Seneca Knight Turnover.,2,0,2,12,0.855500675,0.544703496,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,4,1,19:28,2368,2368,Makuach Maluach Steal.,2,0,2,0,0.855500675,0.544703496,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,5,1,19:21,2361,2361,Zane Martin made Layup. Assisted by Makuach Maluach.,4,0,4,7,0.876289568,0.588991024,4,4,10,NA,NA,New Mexico,made,Zane Martin,Makuach Maluach,FALSE,FALSE,New Mexico,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,6,1,19:13,2353,2353,Zach Chappell missed Jumper.,4,0,4,8,0.876294954,0.589327452,4,4,10,NA,NA,San Jose St,missed,Zach Chappell,NA,FALSE,FALSE,San Jose St,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,7,1,19:11,2351,2351,San Jose State Offensive Rebound.,4,0,4,2,0.876296198,0.589411806,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,8,1,18:48,2328,2328,San Jose State  Turnover.,4,0,4,23,0.876307337,0.590388628,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,9,1,18:40,2320,2320,Foul on Seneca Knight.,4,0,4,8,0.876309743,0.590731164,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,10,1,18:40,2320,2320,Zane Martin missed Free Throw.,4,0,4,0,0.876309743,0.590731164,4,4,10,NA,NA,New Mexico,missed,Zane Martin,NA,FALSE,TRUE,New Mexico,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,11,1,18:40,2320,2320,New Mexico Deadball Team Rebound.,4,0,4,0,0.876309743,0.590731164,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,New Mexico,NA
401173747,1/21/2020,New Mexico,San Jose St,12,1,18:40,2320,2320,Zane Martin made Free Throw.,5,0,5,0,0.885915917,0.612714274,4,4,10,NA,NA,New Mexico,made,Zane Martin,NA,FALSE,TRUE,New Mexico,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,13,1,18:15,2295,2295,Seneca Knight missed Layup.,5,0,5,25,0.886030573,0.614037575,4,4,10,NA,NA,San Jose St,missed,Seneca Knight,NA,FALSE,FALSE,San Jose St,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,14,1,18:14,2294,2294,Ralph Agee Offensive Rebound.,5,0,5,1,0.886035015,0.614090801,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,15,1,18:14,2294,2294,Foul on Corey Manigault.,5,0,5,0,0.886035015,0.614090801,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St,NA
401173747,1/21/2020,New Mexico,San Jose St,16,1,18:05,2285,2285,Foul on Vante Hendrix.,5,0,5,9,0.886074444,0.614570782,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St,NA
