game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.5,0.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,2,1,20:00,2400,2400,Technical Foul on St. Louis Pharmacy College Of Pharmacy.,0,0,0,0,0.5,0.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT Martin,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,3,1,20:00,2400,2400,Parker Stewart made Free Throw.,1,0,1,0,0.522055973,0.522055973,4,4,NA,NA,NA,UT Martin,made,Parker Stewart,NA,FALSE,TRUE,UT Martin,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,4,1,19:56,2396,2396,Miles Thomas missed Layup.,1,0,1,4,0.522098128,0.522098128,4,4,NA,NA,NA,UT Martin,missed,Miles Thomas,NA,FALSE,FALSE,UT Martin,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,5,1,19:52,2392,2392,Anthony Vallejo Defensive Rebound.,1,0,1,4,0.522140408,0.522140408,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT Martin,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,6,1,19:38,2378,2378,Jordan Anderson Turnover.,1,0,1,14,0.522289339,0.522289339,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,7,1,19:38,2378,2378,Parker Stewart Steal.,1,0,1,0,0.522289339,0.522289339,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,8,1,19:33,2373,2373,Quintin Dove made Dunk. Assisted by Parker Stewart.,3,0,3,5,0.566673842,0.566673842,4,4,NA,NA,NA,UT Martin,made,Quintin Dove,Parker Stewart,FALSE,FALSE,UT Martin,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,9,1,19:21,2361,2361,Devon Howard Turnover.,3,0,3,12,0.567055323,0.567055323,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,10,1,19:13,2353,2353,Miles Thomas made Layup. Assisted by Jr. Steve Wooten.,5,0,5,8,0.610991594,0.610991594,4,4,NA,NA,NA,UT Martin,made,Miles Thomas,Jr Steve Wooten,FALSE,FALSE,UT Martin,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,11,1,19:05,2345,2345,Darius Dorsey missed Jumper.,5,0,5,8,0.61140648,0.61140648,4,4,NA,NA,NA,St. Louis Pharmacy,missed,Darius Dorsey,NA,FALSE,FALSE,St. Louis Pharmacy,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,12,1,19:02,2342,2342,Alassane Ba Offensive Rebound.,5,0,5,3,0.611562529,0.611562529,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,13,1,19:01,2341,2341,Alassane Ba missed Layup.,5,0,5,1,0.611614601,0.611614601,4,4,NA,NA,NA,St. Louis Pharmacy,missed,Alassane Ba,NA,FALSE,FALSE,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,14,1,18:59,2339,2339,Craig Randall II Defensive Rebound.,5,0,5,2,0.611718827,0.611718827,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,15,1,18:56,2336,2336,Parker Stewart made Three Point Jumper. Assisted by Craig Randall II.,8,0,8,3,0.674437246,0.674437246,4,4,NA,NA,NA,UT Martin,made,Parker Stewart,Craig Randall II,TRUE,FALSE,UT Martin,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,16,1,18:30,2310,2310,Alassane Ba Turnover.,8,0,8,26,0.67645675,0.67645675,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,17,1,18:30,2310,2310,Parker Stewart Steal.,8,0,8,0,0.67645675,0.67645675,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Louis Pharmacy,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,18,1,18:25,2305,2305,Parker Stewart missed Three Point Jumper.,8,0,8,5,0.67684746,0.67684746,4,4,NA,NA,NA,UT Martin,missed,Parker Stewart,NA,TRUE,FALSE,UT Martin,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,19,1,18:22,2302,2302,Miles Thomas Offensive Rebound.,8,0,8,3,0.677082221,0.677082221,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT Martin,UT Martin
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,20,1,18:09,2289,2289,Craig Randall II missed Three Point Jumper.,8,0,8,13,0.67810228,0.67810228,4,4,NA,NA,NA,UT Martin,missed,Craig Randall II,NA,TRUE,FALSE,UT Martin,St. Louis Pharmacy
401175027,11/5/2019,UT Martin,St. Louis Pharmacy,21,1,18:06,2286,2286,Anthony Vallejo Defensive Rebound.,8,0,8,3,0.678338284,0.678338284,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT Martin,St. Louis Pharmacy
