game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401169672,12/29/2019,Texas Tech,CSU Bakersfield,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.961157395,0.5,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,2,1,19:46,2386,2386,missed Jumper.,0,0,0,14,0.960989293,0.5,6,6,20,NA,NA,NA,missed,missed Jumper.,NA,FALSE,FALSE,Texas Tech,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,3,1,19:42,2382,2382,Terrence Shannon Jr. Defensive Rebound.,0,0,0,4,0.960940617,0.5,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,Texas Tech,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,4,1,19:22,2362,2362,Terrence Shannon Jr. missed Layup.,0,0,0,20,0.960692818,0.5,6,6,20,NA,NA,Texas Tech,missed,Terrence Shannon Jr.,NA,FALSE,FALSE,Texas Tech,CSU Bakersfield
401169672,12/29/2019,Texas Tech,CSU Bakersfield,5,1,19:16,2356,2356,Defensive Rebound.,0,0,0,6,0.960617015,0.5,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,Texas Tech,CSU Bakersfield
401169672,12/29/2019,Texas Tech,CSU Bakersfield,6,1,19:06,2346,2346,missed Jumper.,0,0,0,10,0.960489142,0.5,6,6,20,NA,NA,NA,missed,missed Jumper.,NA,FALSE,FALSE,CSU Bakersfield,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,7,1,19:06,2346,2346,TJ Holyfield Block.,0,0,0,0,0.960489142,0.5,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,Texas Tech,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,8,1,18:57,2337,2337,Offensive Rebound.,0,0,0,9,0.96037239,0.5,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,Texas Tech,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,9,1,18:56,2336,2336,made Jumper.,0,2,-2,1,0.952816171,0.454605135,6,6,20,NA,NA,NA,made,made Jumper.,NA,FALSE,FALSE,Texas Tech,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,10,1,18:38,2318,2318,Jahmi'us Ramsey made Three Point Jumper. Assisted by Davide Moretti.,3,2,1,18,0.963492084,0.52294287,6,6,20,NA,NA,Texas Tech,made,Jahmi'us Ramsey,Davide Moretti,TRUE,FALSE,Texas Tech,CSU Bakersfield
401169672,12/29/2019,Texas Tech,CSU Bakersfield,11,1,18:19,2299,2299,Turnover.,3,2,1,19,0.96328396,0.523154366,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,CSU Bakersfield,Texas Tech
401169672,12/29/2019,Texas Tech,CSU Bakersfield,12,1,17:51,2271,2271,Terrence Shannon Jr. made Layup. Assisted by TJ Holyfield.,5,2,3,28,0.969113415,0.569997272,6,6,20,NA,NA,Texas Tech,made,Terrence Shannon Jr.,TJ Holyfield,FALSE,FALSE,Texas Tech,CSU Bakersfield
401169672,12/29/2019,Texas Tech,CSU Bakersfield,13,1,17:32,2252,2252,Foul on  .,5,2,3,19,0.968977036,0.570633297,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,CSU Bakersfield,Texas Tech
