game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401173788,2/19/2020,San Jose St,Boise State,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.167380062,0.5,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boise State
401173788,2/19/2020,San Jose St,Boise State,2,1,19:40,2380,2380,RJ Williams missed Layup.,0,0,0,20,0.167829444,0.5,4,4,-10,NA,NA,Boise State,missed,RJ Williams,NA,FALSE,FALSE,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,3,1,19:37,2377,2377,Kaison Hammonds Defensive Rebound.,0,0,0,3,0.167897865,0.5,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,4,1,19:14,2354,2354,Kaison Hammonds Turnover.,0,0,0,23,0.168431421,0.5,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,5,1,19:02,2342,2342,Foul on Kaison Hammonds.,0,0,0,12,0.168716244,0.5,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,Boise State,Boise State
401173788,2/19/2020,San Jose St,Boise State,6,1,18:55,2335,2335,Derrick Alston made Dunk. Assisted by RayJ Dennis.,0,2,-2,7,0.144832094,0.45458332,4,4,-10,NA,NA,Boise State,made,Derrick Alston,RayJ Dennis,FALSE,FALSE,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,7,1,18:28,2308,2308,Richard Washington made Three Point Jumper. Assisted by Kaison Hammonds.,3,2,1,27,0.182940323,0.523053939,4,4,-10,NA,NA,San Jose St,made,Richard Washington,Kaison Hammonds,TRUE,FALSE,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,8,1,18:18,2298,2298,RayJ Dennis Turnover.,3,2,1,10,0.183274645,0.52316555,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,9,1,18:05,2285,2285,Brae Ivey missed Three Point Jumper.,3,2,1,13,0.183715302,0.523311415,4,4,-10,NA,NA,San Jose St,missed,Brae Ivey,NA,TRUE,FALSE,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,10,1,18:03,2283,2283,Derrick Alston Defensive Rebound.,3,2,1,2,0.183783707,0.523333929,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,11,1,18:03,2283,2283,Foul on Justinian Jessup.,3,2,1,0,0.183783707,0.523333929,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,12,1,17:55,2275,2275,Seneca Knight missed Jumper.,3,2,1,8,0.184058966,0.523424176,4,4,-10,NA,NA,San Jose St,missed,Seneca Knight,NA,FALSE,FALSE,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,13,1,17:51,2271,2271,RayJ Dennis Defensive Rebound.,3,2,1,4,0.184197585,0.523469409,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,14,1,17:42,2262,2262,RJ Williams made Layup. Assisted by RayJ Dennis.,3,4,-1,9,0.157787356,0.476428557,4,4,-10,NA,NA,Boise State,made,RJ Williams,RayJ Dennis,FALSE,FALSE,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,15,1,17:25,2245,2245,Kaison Hammonds missed Three Point Jumper.,3,4,-1,17,0.158113173,0.476234909,4,4,-10,NA,NA,San Jose St,missed,Kaison Hammonds,NA,TRUE,FALSE,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,16,1,17:22,2242,2242,RayJ Dennis Defensive Rebound.,3,4,-1,3,0.158171582,0.476200619,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,17,1,17:16,2236,2236,Abu Kigab missed Layup.,3,4,-1,6,0.158289236,0.47613194,4,4,-10,NA,NA,Boise State,missed,Abu Kigab,NA,FALSE,FALSE,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,18,1,17:12,2232,2232,Richard Washington Defensive Rebound.,3,4,-1,4,0.158368295,0.476086083,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,19,1,17:05,2225,2225,Richard Washington Turnover.,3,4,-1,7,0.158507862,0.476005703,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,20,1,17:05,2225,2225,Derrick Alston Steal.,3,4,-1,0,0.158507862,0.476005703,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,Boise State
401173788,2/19/2020,San Jose St,Boise State,21,1,16:54,2214,2214,Derrick Alston made Jumper. Assisted by Abu Kigab.,3,6,-3,11,0.134607181,0.428083192,4,4,-10,NA,NA,Boise State,made,Derrick Alston,Abu Kigab,FALSE,FALSE,Boise State,San Jose St
401173788,2/19/2020,San Jose St,Boise State,22,1,16:47,2207,2207,Kaison Hammonds missed Layup.,3,6,-3,7,0.134656985,0.427845352,4,4,-10,NA,NA,San Jose St,missed,Kaison Hammonds,NA,FALSE,FALSE,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,23,1,16:47,2207,2207,San Jose State Offensive Rebound.,3,6,-3,0,0.134656985,0.427845352,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,24,1,16:47,2207,2207,Derrick Alston Block.,3,6,-3,0,0.134656985,0.427845352,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,25,1,16:34,2194,2194,Foul on RayJ Dennis.,3,6,-3,13,0.134752685,0.427402688,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,26,1,16:34,2194,2194,Brae Ivey made Free Throw.,4,6,-2,0,0.146528915,0.451411145,4,4,-10,NA,NA,San Jose St,made,Brae Ivey,NA,FALSE,TRUE,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,27,1,16:34,2194,2194,Brae Ivey made Free Throw.,5,6,-1,0,0.159144995,0.475647944,4,4,-10,NA,NA,San Jose St,made,Brae Ivey,NA,FALSE,TRUE,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,28,1,16:34,2194,2194,Brae Ivey made Free Throw.,6,6,0,0,0.172627607,0.5,4,4,-10,NA,NA,San Jose St,made,Brae Ivey,NA,FALSE,TRUE,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,29,1,16:21,2181,2181,Foul on RJ Williams.,6,6,0,13,0.173009433,0.5,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,San Jose St,San Jose St
401173788,2/19/2020,San Jose St,Boise State,30,1,16:21,2181,2181,RJ Williams Turnover.,6,6,0,0,0.173009433,0.5,4,4,-10,NA,NA,NA,NA,NA,NA,NA,NA,Boise State,San Jose St
