game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401170739,2/29/2020,UCLA,Arizona,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.420465675,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,UCLA
401170739,2/29/2020,UCLA,Arizona,2,1,20:00,2400,2400,Jump Ball won by UCLA,0,0,0,0,0.420465675,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,UCLA,UCLA
401170739,2/29/2020,UCLA,Arizona,3,1,19:35,2375,2375,Chris Smith missed Jumper.,0,0,0,25,0.420662499,0.5,4,4,-2,29,76.45333333,UCLA,missed,Chris Smith,NA,FALSE,FALSE,UCLA,Arizona
401170739,2/29/2020,UCLA,Arizona,4,1,19:35,2375,2375,Ira Lee Defensive Rebound.,0,0,0,0,0.420662499,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,UCLA,Arizona
401170739,2/29/2020,UCLA,Arizona,5,1,19:13,2353,2353,Ira Lee missed Jumper.,0,0,0,22,0.420840656,0.5,4,4,-2,31,22.97777778,Arizona,missed,Ira Lee,NA,FALSE,FALSE,Arizona,UCLA
401170739,2/29/2020,UCLA,Arizona,6,1,19:13,2353,2353,Alex Olesinski Defensive Rebound.,0,0,0,0,0.420840656,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,UCLA
401170739,2/29/2020,UCLA,Arizona,7,1,19:01,2341,2341,Prince Ali Turnover.,0,0,0,12,0.42093984,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,UCLA,Arizona
401170739,2/29/2020,UCLA,Arizona,8,1,18:33,2313,2313,Dylan Smith missed Jumper.,0,0,0,28,0.421176935,0.5,4,4,-2,21,20.88888889,Arizona,missed,Dylan Smith,NA,FALSE,FALSE,Arizona,UCLA
401170739,2/29/2020,UCLA,Arizona,9,1,18:33,2313,2313,Jalen Hill Defensive Rebound.,0,0,0,0,0.421176935,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,UCLA
401170739,2/29/2020,UCLA,Arizona,10,1,18:19,2299,2299,Chris Smith missed Jumper.,0,0,0,14,0.421298528,0.5,4,4,-2,35,86.89777778,UCLA,missed,Chris Smith,NA,FALSE,FALSE,UCLA,Arizona
401170739,2/29/2020,UCLA,Arizona,11,1,18:19,2299,2299,Arizona Defensive Rebound.,0,0,0,0,0.421298528,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,UCLA,Arizona
401170739,2/29/2020,UCLA,Arizona,12,1,18:06,2286,2286,Zeke Nnaji made Layup. Assisted by Dylan Smith.,0,2,-2,13,0.376715978,0.453500649,4,4,-2,22,3.133333333,Arizona,made,Zeke Nnaji,Dylan Smith,FALSE,FALSE,Arizona,UCLA
401170739,2/29/2020,UCLA,Arizona,13,1,18:06,2286,2286,Foul on Jalen Hill.,0,2,-2,0,0.376715978,0.453500649,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,Arizona
